id,split_1,split_2,split_3,is_teenager,num_segments,views,clicks,ctr
650,B,A,A,1,14,43,0,0.0
651,A,B,B,0,16,60,3,0.05
652,A,A,B,0,11,29,4,0.13793103448275862
653,B,B,B,1,3,4,0,0.0
654,B,A,A,1,4,7,0,0.0
655,A,B,B,0,13,47,1,0.02127659574468085
656,B,A,A,1,3,6,0,0.0
657,B,B,B,1,19,51,2,0.0392156862745098
658,A,B,B,0,5,21,5,0.23809523809523808
659,B,B,B,1,3,5,0,0.0
660,A,B,B,0,15,54,0,0.0
661,B,A,A,1,5,6,0,0.0
662,B,B,A,1,4,5,0,0.0
663,A,B,B,0,10,64,1,0.015625
664,B,B,B,0,8,17,2,0.11764705882352941
665,A,B,B,0,8,47,0,0.0
666,A,A,B,0,2,4,0,0.0
667,A,A,A,0,3,5,0,0.0
668,A,A,B,0,8,51,2,0.0392156862745098
669,B,B,A,1,12,60,2,0.03333333333333333
670,A,B,B,0,8,70,2,0.02857142857142857
671,B,A,A,1,2,4,0,0.0
672,A,A,B,0,7,29,4,0.13793103448275862
673,B,A,B,1,4,4,0,0.0
674,B,A,A,1,3,5,0,0.0
675,B,A,A,1,3,8,0,0.0
676,A,B,A,0,9,52,0,0.0
677,B,A,B,1,3,5,0,0.0
678,A,A,A,0,4,3,0,0.0
679,A,A,A,0,11,47,0,0.0
680,A,B,A,0,15,50,1,0.02
681,A,B,B,0,12,56,5,0.08928571428571429
682,A,A,A,0,11,62,1,0.016129032258064516
683,B,B,A,1,4,6,0,0.0
684,A,B,B,0,12,53,0,0.0
685,B,A,B,1,3,4,0,0.0
686,A,B,A,0,4,4,0,0.0
687,A,A,A,0,11,50,0,0.0
688,B,A,B,1,13,51,0,0.0
689,B,B,A,1,2,3,0,0.0
690,B,A,B,1,3,5,0,0.0
691,A,B,A,0,7,51,1,0.0196078431372549
692,B,B,B,0,6,41,1,0.024390243902439025
693,A,B,A,0,11,44,2,0.045454545454545456
694,A,A,A,0,3,27,2,0.07407407407407407
695,B,A,A,1,12,51,0,0.0
696,B,A,B,1,3,10,0,0.0
697,B,A,A,1,4,5,0,0.0
698,B,B,B,1,12,40,0,0.0
699,A,A,B,0,17,62,1,0.016129032258064516
700,B,A,B,1,5,27,3,0.1111111111111111
701,B,A,A,1,9,57,1,0.017543859649122806
702,A,B,B,0,10,64,1,0.015625
703,B,B,A,1,7,51,3,0.058823529411764705
704,A,A,B,0,16,50,1,0.02
705,A,B,B,0,21,60,3,0.05
706,B,A,B,1,2,3,0,0.0
707,A,B,A,0,4,9,0,0.0
708,B,B,B,0,5,6,0,0.0
709,A,A,B,0,12,51,0,0.0
710,A,B,A,0,15,53,1,0.018867924528301886
711,B,B,B,1,4,6,0,0.0
712,A,A,A,0,12,55,0,0.0
713,B,B,B,1,11,55,0,0.0
714,A,B,B,0,8,19,4,0.21052631578947367
715,A,B,B,0,10,44,2,0.045454545454545456
716,B,A,B,0,6,16,1,0.0625
717,A,B,A,0,10,60,1,0.016666666666666666
718,B,A,A,1,3,4,0,0.0
719,B,A,B,1,5,5,0,0.0
720,B,B,A,1,10,37,0,0.0
721,A,B,B,0,7,26,2,0.07692307692307693
722,B,B,A,1,2,2,0,0.0
723,B,A,B,1,2,5,0,0.0
724,B,A,A,1,2,6,0,0.0
725,A,B,A,0,10,31,5,0.16129032258064516
726,A,A,A,0,7,46,0,0.0
727,B,B,B,1,3,9,0,0.0
728,B,B,B,1,12,53,0,0.0
729,A,A,A,0,11,63,0,0.0
730,B,B,A,1,10,41,0,0.0
731,B,B,B,1,3,2,0,0.0
732,A,B,B,0,15,45,1,0.022222222222222223
733,A,B,B,0,8,57,0,0.0
734,B,B,A,1,3,8,0,0.0
735,A,A,A,0,11,52,1,0.019230769230769232
736,B,A,B,1,6,38,1,0.02631578947368421
737,B,A,B,1,3,5,0,0.0
738,A,B,B,0,15,45,0,0.0
739,A,B,A,0,16,64,2,0.03125
740,B,B,A,1,9,51,0,0.0
741,A,B,B,0,10,54,0,0.0
742,B,A,A,1,3,3,0,0.0
743,B,A,B,1,13,51,0,0.0
744,B,A,B,1,4,4,0,0.0
745,B,B,A,1,21,58,4,0.06896551724137931
746,B,B,B,1,4,5,0,0.0
747,B,A,A,1,2,5,0,0.0
748,A,A,B,0,3,5,0,0.0
749,B,B,A,1,12,57,0,0.0
750,B,A,B,1,3,6,0,0.0
751,A,B,A,0,11,60,0,0.0
752,A,B,B,0,3,3,0,0.0
753,A,B,B,0,14,51,2,0.0392156862745098
754,A,A,B,0,12,48,0,0.0
755,A,B,A,0,12,51,0,0.0
756,B,B,B,1,8,48,1,0.020833333333333332
757,B,A,A,1,3,5,0,0.0
758,B,B,A,1,2,5,0,0.0
759,A,A,A,0,2,4,0,0.0
760,B,A,A,1,3,7,0,0.0
761,A,B,B,0,11,48,0,0.0
762,A,A,B,0,12,58,1,0.017241379310344827
763,B,B,B,1,3,6,0,0.0
764,A,A,B,0,7,36,0,0.0
765,B,A,B,1,3,7,0,0.0
766,A,B,B,0,13,55,1,0.01818181818181818
767,B,A,A,1,3,4,0,0.0
768,A,A,A,0,12,53,0,0.0
769,B,B,A,1,3,4,0,0.0
770,A,A,B,0,3,6,0,0.0
771,B,A,A,1,2,3,0,0.0
772,A,A,B,0,14,59,0,0.0
773,B,A,A,1,13,58,0,0.0
774,A,A,A,0,12,46,1,0.021739130434782608
775,A,B,B,0,6,23,1,0.043478260869565216
776,A,B,A,0,12,41,0,0.0
777,B,B,B,1,8,48,2,0.041666666666666664
778,A,A,B,0,2,3,0,0.0
779,B,B,A,1,3,6,0,0.0
780,A,A,A,0,15,44,0,0.0
781,A,A,A,0,14,45,0,0.0
782,B,A,A,1,15,58,1,0.017241379310344827
783,A,B,A,0,9,53,0,0.0
784,A,A,B,0,13,63,0,0.0
785,A,B,B,0,14,45,1,0.022222222222222223
786,A,B,B,0,3,21,2,0.09523809523809523
787,A,B,B,0,11,47,1,0.02127659574468085
788,B,B,B,1,2,5,0,0.0
789,B,A,B,0,13,59,2,0.03389830508474576
790,A,B,B,0,9,49,3,0.061224489795918366
791,A,A,A,0,14,44,0,0.0
792,A,A,A,0,18,56,0,0.0
793,A,A,A,0,13,54,0,0.0
794,A,A,A,0,12,60,0,0.0
795,B,B,B,1,2,5,0,0.0
796,A,B,A,0,8,49,1,0.02040816326530612
797,A,A,B,0,24,63,0,0.0
798,A,A,B,0,3,3,0,0.0
799,A,B,A,0,4,7,0,0.0
800,B,A,B,1,2,5,0,0.0
801,A,A,A,0,13,51,1,0.0196078431372549
802,B,B,A,1,3,6,0,0.0
803,B,B,A,1,3,5,0,0.0
804,B,B,B,1,3,7,0,0.0
805,B,A,B,1,3,10,0,0.0
806,B,A,A,1,9,48,0,0.0
807,B,B,A,1,3,5,0,0.0
808,B,A,B,1,14,49,2,0.04081632653061224
809,A,A,B,0,8,23,2,0.08695652173913043
810,B,B,A,1,5,4,0,0.0
811,A,B,B,0,9,26,7,0.2692307692307692
812,B,B,A,1,3,3,0,0.0
813,B,A,B,1,2,4,0,0.0
814,A,A,B,0,16,54,0,0.0
815,A,A,A,0,14,56,0,0.0
816,B,B,A,1,15,65,2,0.03076923076923077
817,A,B,B,0,10,42,2,0.047619047619047616
818,B,A,A,1,2,6,0,0.0
819,A,A,B,0,6,27,4,0.14814814814814814
820,B,A,B,1,3,4,0,0.0
821,B,A,A,0,8,56,0,0.0
822,B,A,A,1,15,62,3,0.04838709677419355
823,A,A,A,0,5,15,2,0.13333333333333333
824,A,A,A,0,13,58,1,0.017241379310344827
825,A,B,B,0,15,47,1,0.02127659574468085
826,B,A,B,1,5,18,3,0.16666666666666666
827,B,A,B,1,18,42,1,0.023809523809523808
828,B,B,A,1,4,5,0,0.0
829,A,A,A,0,5,16,2,0.125
830,B,B,A,1,3,4,0,0.0
831,A,A,A,0,3,9,0,0.0
832,A,A,B,0,15,62,0,0.0
833,A,B,A,0,7,19,0,0.0
834,B,A,A,1,2,5,0,0.0
835,B,B,B,1,3,4,0,0.0
836,A,A,A,0,12,55,0,0.0
837,B,B,B,1,2,5,0,0.0
838,A,B,B,0,4,20,3,0.15
839,A,B,A,0,10,55,3,0.05454545454545454
840,A,B,A,0,11,57,0,0.0
841,B,A,B,1,10,55,0,0.0
842,B,A,B,1,3,4,0,0.0
843,B,B,A,1,3,4,0,0.0
844,A,A,A,0,9,43,2,0.046511627906976744
845,B,A,B,1,14,53,1,0.018867924528301886
846,A,A,B,0,3,7,0,0.0
847,B,B,B,1,4,6,0,0.0
848,A,B,A,0,16,54,2,0.037037037037037035
849,A,B,A,0,4,11,1,0.09090909090909091
850,B,A,B,1,7,61,0,0.0
851,B,A,B,1,3,4,0,0.0
852,B,A,B,1,2,2,0,0.0
853,B,A,A,1,4,6,0,0.0
854,A,B,B,0,11,55,0,0.0
855,A,A,B,0,3,21,5,0.23809523809523808
856,A,A,B,0,17,61,1,0.01639344262295082
857,A,B,B,0,14,63,1,0.015873015873015872
858,B,B,B,1,17,57,1,0.017543859649122806
859,A,A,B,0,9,63,1,0.015873015873015872
860,A,B,A,0,9,39,0,0.0
861,A,B,B,0,10,25,3,0.12
862,B,B,A,1,2,3,0,0.0
863,A,B,A,0,8,39,0,0.0
864,B,A,B,1,4,5,0,0.0
865,A,A,B,0,13,42,0,0.0
866,B,A,A,1,13,50,0,0.0
867,A,B,B,0,12,55,2,0.03636363636363636
868,B,A,A,1,18,50,0,0.0
869,B,A,B,1,2,8,0,0.0
870,A,A,A,0,7,27,1,0.037037037037037035
871,B,A,A,1,3,9,0,0.0
872,A,A,B,0,8,40,1,0.025
873,A,A,A,0,3,3,0,0.0
874,A,A,A,0,12,46,1,0.021739130434782608
875,B,A,B,1,3,4,0,0.0
876,A,B,A,0,2,4,0,0.0
877,A,B,A,0,14,50,1,0.02
878,A,A,A,0,6,22,1,0.045454545454545456
879,B,A,A,1,3,7,0,0.0
880,A,A,B,0,12,27,0,0.0
881,B,A,B,1,5,6,0,0.0
882,B,B,A,1,3,7,0,0.0
883,A,B,A,0,2,5,0,0.0
884,A,A,A,0,2,3,0,0.0
885,B,A,A,1,20,70,1,0.014285714285714285
886,A,A,B,0,5,24,0,0.0
887,B,B,B,1,8,53,0,0.0
888,B,B,B,1,13,48,1,0.020833333333333332
889,A,A,A,0,6,43,0,0.0
890,A,B,A,0,16,56,1,0.017857142857142856
891,B,B,B,1,17,66,1,0.015151515151515152
892,A,A,A,0,16,67,0,0.0
893,A,B,B,0,8,21,4,0.19047619047619047
894,B,A,A,1,14,55,0,0.0
895,A,B,A,0,4,5,0,0.0
896,B,A,B,1,14,45,1,0.022222222222222223
897,B,B,B,1,2,6,0,0.0
898,B,B,A,1,3,8,0,0.0
899,A,B,A,0,7,47,0,0.0
900,A,B,A,0,6,23,3,0.13043478260869565
901,A,B,A,0,12,51,3,0.058823529411764705
902,A,A,A,0,15,48,0,0.0
903,B,B,A,1,6,47,1,0.02127659574468085
904,B,B,A,1,2,4,0,0.0
905,B,B,A,1,3,5,0,0.0
906,A,B,A,0,2,4,0,0.0
907,B,B,A,1,2,2,0,0.0
908,A,B,A,0,13,53,0,0.0
909,B,A,B,1,2,5,0,0.0
910,B,A,A,1,2,3,0,0.0
911,A,B,B,0,4,16,0,0.0
912,A,B,B,0,12,53,0,0.0
913,A,A,B,0,7,20,1,0.05
914,A,A,A,0,11,57,0,0.0
915,B,B,B,1,16,55,1,0.01818181818181818
916,A,A,B,0,4,6,0,0.0
917,B,B,B,1,13,68,1,0.014705882352941176
918,B,A,B,1,3,4,0,0.0
919,B,A,B,1,3,3,0,0.0
920,B,B,A,1,4,7,0,0.0
921,B,B,B,1,2,5,0,0.0
922,A,B,A,0,17,55,0,0.0
923,B,B,B,1,7,10,0,0.0
924,B,A,B,1,3,5,0,0.0
925,A,B,B,0,6,6,0,0.0
926,A,A,B,0,12,44,0,0.0
927,A,A,A,0,9,28,3,0.10714285714285714
928,B,B,A,1,3,4,0,0.0
929,A,A,B,0,2,5,0,0.0
930,A,A,B,0,12,52,0,0.0
931,A,B,A,0,13,52,0,0.0
932,B,A,A,1,11,49,0,0.0
933,B,B,B,1,5,5,0,0.0
934,B,B,A,1,3,4,0,0.0
935,B,A,B,1,3,4,0,0.0
936,B,B,A,1,3,7,0,0.0
937,B,A,B,0,4,5,0,0.0
938,A,A,B,0,8,21,3,0.14285714285714285
939,A,B,B,0,11,44,1,0.022727272727272728
940,B,A,B,1,16,62,0,0.0
941,A,A,A,0,4,5,0,0.0
942,B,A,B,1,2,6,0,0.0
943,A,B,B,0,9,21,3,0.14285714285714285
944,A,A,B,0,9,19,2,0.10526315789473684
945,A,A,A,0,4,6,0,0.0
946,B,A,A,1,3,3,0,0.0
947,A,B,B,0,9,47,0,0.0
948,B,A,B,0,13,53,0,0.0
949,B,A,A,1,2,5,0,0.0
950,B,B,B,1,9,44,0,0.0
951,A,B,B,0,20,51,1,0.0196078431372549
952,B,A,A,1,10,67,0,0.0
953,A,A,A,0,15,50,1,0.02
954,B,B,A,1,2,4,0,0.0
955,B,A,A,1,3,4,0,0.0
956,B,B,B,1,2,6,0,0.0
957,B,A,A,1,3,5,0,0.0
958,B,A,A,1,14,59,1,0.01694915254237288
959,B,B,B,1,2,2,0,0.0
960,B,B,B,1,3,4,0,0.0
961,A,B,B,0,12,51,0,0.0
962,A,A,B,0,12,49,2,0.04081632653061224
963,A,A,B,0,8,44,0,0.0
964,A,B,B,0,4,6,0,0.0
965,B,A,B,1,4,6,0,0.0
966,A,A,B,0,11,53,3,0.05660377358490566
967,A,B,A,0,4,6,0,0.0
968,A,A,A,0,8,21,0,0.0
969,A,B,A,0,13,55,0,0.0
970,B,B,A,1,12,45,0,0.0
971,A,A,B,0,8,27,5,0.18518518518518517
972,B,A,B,1,2,5,0,0.0
973,B,B,A,1,12,57,0,0.0
974,B,A,B,1,4,6,0,0.0
975,A,B,B,0,6,34,10,0.29411764705882354
976,A,A,A,0,3,7,0,0.0
977,A,A,A,0,13,62,1,0.016129032258064516
978,B,B,B,1,14,58,1,0.017241379310344827
979,A,B,B,0,10,54,1,0.018518518518518517
980,A,A,B,0,2,5,0,0.0
981,A,B,B,0,11,34,4,0.11764705882352941
982,B,A,B,1,10,53,0,0.0
983,A,B,B,0,14,45,1,0.022222222222222223
984,A,A,A,0,16,49,1,0.02040816326530612
985,A,A,B,0,6,21,1,0.047619047619047616
986,A,B,A,0,6,40,1,0.025
987,B,B,B,1,9,51,0,0.0
988,B,A,B,1,3,5,0,0.0
989,B,B,B,1,5,46,2,0.043478260869565216
990,A,B,B,0,12,58,0,0.0
991,B,B,B,1,2,7,0,0.0
992,A,B,B,0,4,3,0,0.0
993,B,B,B,1,3,3,0,0.0
994,B,A,B,1,3,8,0,0.0
995,B,A,B,1,10,51,1,0.0196078431372549
996,A,A,B,0,2,5,0,0.0
997,A,B,A,0,15,64,4,0.0625
998,B,A,B,1,2,3,0,0.0
999,B,B,A,1,4,7,0,0.0
1000,A,B,B,0,7,22,3,0.13636363636363635
1001,A,A,B,0,7,39,1,0.02564102564102564
1002,A,A,A,0,9,48,1,0.020833333333333332
1003,B,B,A,1,2,8,0,0.0
1004,B,A,A,1,3,7,0,0.0
1005,A,A,A,0,13,56,1,0.017857142857142856
1006,A,B,A,0,12,60,1,0.016666666666666666
1007,A,B,B,0,2,4,0,0.0
1008,B,B,B,1,4,5,0,0.0
1009,B,B,A,1,15,52,1,0.019230769230769232
1010,B,B,A,1,3,5,0,0.0
1011,B,A,B,1,4,3,0,0.0
1012,A,B,B,0,16,63,0,0.0
1013,B,B,B,1,2,4,0,0.0
1014,B,B,A,1,9,56,2,0.03571428571428571
1015,A,B,A,0,15,68,2,0.029411764705882353
1016,A,A,A,0,17,61,1,0.01639344262295082
1017,A,A,B,0,2,5,0,0.0
1018,A,A,B,0,2,3,0,0.0
1019,A,B,B,0,5,23,9,0.391304347826087
1020,A,A,B,0,16,58,2,0.034482758620689655
1021,A,A,A,0,15,56,0,0.0
1022,A,A,A,0,13,53,0,0.0
1023,B,A,A,1,12,53,1,0.018867924528301886
1024,A,B,B,0,7,51,1,0.0196078431372549
1025,B,B,A,1,3,5,0,0.0
1026,A,A,B,0,18,47,0,0.0
1027,B,A,B,1,2,3,0,0.0
1028,B,A,B,1,2,4,0,0.0
1029,B,A,B,1,4,5,0,0.0
1030,B,A,B,1,3,3,0,0.0
1031,A,B,B,0,6,61,1,0.01639344262295082
1032,A,B,A,0,16,46,1,0.021739130434782608
1033,A,B,A,0,3,3,0,0.0
1034,A,B,B,0,2,4,1,0.25
1035,A,B,B,0,8,23,4,0.17391304347826086
1036,B,B,A,1,3,3,0,0.0
1037,B,A,B,1,11,42,1,0.023809523809523808
1038,A,A,B,0,4,5,0,0.0
1039,B,B,B,1,2,4,0,0.0
1040,B,A,A,1,2,3,0,0.0
1041,A,B,B,0,2,4,0,0.0
1042,B,B,A,1,9,58,1,0.017241379310344827
1043,B,A,B,1,3,8,0,0.0
1044,A,A,A,0,10,48,2,0.041666666666666664
1045,A,A,B,0,10,18,2,0.1111111111111111
1046,B,A,B,1,4,7,0,0.0
1047,B,B,B,1,3,11,0,0.0
1048,A,B,B,0,10,38,0,0.0
1049,A,B,A,0,16,56,2,0.03571428571428571
1050,A,B,A,0,12,67,0,0.0
1051,B,A,A,1,16,52,1,0.019230769230769232
1052,B,A,B,1,4,7,0,0.0
1053,B,A,B,1,4,5,0,0.0
1054,A,A,B,0,8,50,0,0.0
1055,B,A,B,1,3,6,0,0.0
1056,A,B,B,0,11,53,4,0.07547169811320754
1057,B,B,B,1,3,4,1,0.25
1058,A,B,A,0,13,57,0,0.0
1059,A,B,A,0,13,50,1,0.02
1060,A,A,B,0,14,60,2,0.03333333333333333
1061,B,B,B,1,8,35,1,0.02857142857142857
1062,A,B,B,0,7,48,1,0.020833333333333332
1063,B,B,B,1,4,3,0,0.0
1064,B,B,B,1,3,3,0,0.0
1065,A,A,A,0,15,49,0,0.0
1066,A,A,B,0,14,59,2,0.03389830508474576
1067,A,A,B,0,2,6,0,0.0
1068,A,B,A,0,13,53,0,0.0
1069,B,B,B,0,12,55,0,0.0
1070,B,A,B,1,3,4,0,0.0
1071,B,A,B,1,3,7,0,0.0
1072,B,B,B,1,2,3,0,0.0
1073,B,B,A,1,4,3,0,0.0
1074,B,A,A,1,3,5,0,0.0
1075,A,A,A,0,4,7,0,0.0
1076,A,B,A,0,2,6,0,0.0
1077,A,A,A,0,17,58,0,0.0
1078,A,A,A,0,13,59,0,0.0
1079,B,A,A,1,16,52,0,0.0
1080,B,B,B,1,2,3,0,0.0
1081,B,B,A,1,3,6,0,0.0
1082,B,B,B,1,10,60,1,0.016666666666666666
1083,B,B,A,1,21,59,0,0.0
1084,A,B,B,0,15,46,1,0.021739130434782608
1085,B,A,B,1,4,8,0,0.0
1086,B,B,B,1,3,4,0,0.0
1087,B,A,B,1,2,2,0,0.0
1088,A,B,B,0,2,3,0,0.0
1089,A,A,A,0,9,55,1,0.01818181818181818
1090,A,A,A,0,6,49,0,0.0
1091,A,B,B,0,2,4,0,0.0
1092,A,B,A,0,12,52,2,0.038461538461538464
1093,B,B,B,1,6,6,0,0.0
1094,A,A,A,0,4,5,0,0.0
1095,A,B,B,0,4,3,0,0.0
1096,A,A,B,0,2,4,0,0.0
1097,B,A,B,1,2,5,0,0.0
1098,A,A,A,0,11,46,0,0.0
1099,A,A,A,0,17,50,4,0.08
1100,A,B,B,0,13,64,1,0.015625
1101,B,A,A,1,14,48,0,0.0
1102,A,B,A,0,12,47,1,0.02127659574468085
1103,A,B,B,0,12,43,0,0.0
1104,A,A,B,0,9,48,0,0.0
1105,B,B,A,1,5,4,0,0.0
1106,B,A,B,1,2,5,0,0.0
1107,B,A,B,1,2,4,0,0.0
1108,A,B,B,0,4,4,0,0.0
1109,B,A,B,1,2,2,0,0.0
1110,B,A,B,1,3,3,0,0.0
1111,B,A,A,1,8,37,0,0.0
1112,A,B,A,0,15,59,2,0.03389830508474576
1113,B,A,B,0,12,51,0,0.0
1114,A,A,B,0,11,58,4,0.06896551724137931
1115,B,B,A,1,2,3,0,0.0
1116,B,A,A,1,13,69,0,0.0
1117,B,B,B,1,11,40,0,0.0
1118,A,A,B,0,7,27,3,0.1111111111111111
1119,A,B,A,0,4,5,0,0.0
1120,B,A,B,1,16,56,1,0.017857142857142856
1121,A,A,B,0,3,2,0,0.0
1122,A,B,B,0,17,51,1,0.0196078431372549
1123,A,B,A,0,17,56,1,0.017857142857142856
1124,A,B,A,0,10,42,1,0.023809523809523808
1125,B,B,B,1,4,3,0,0.0
1126,A,A,B,0,5,44,0,0.0
1127,A,B,A,0,8,47,0,0.0
1128,B,A,A,1,16,70,2,0.02857142857142857
1129,A,A,B,0,14,48,2,0.041666666666666664
1130,B,A,B,1,3,2,0,0.0
1131,A,B,B,0,6,23,3,0.13043478260869565
1132,A,B,B,0,9,53,4,0.07547169811320754
1133,B,A,B,1,14,53,0,0.0
1134,A,B,A,0,8,23,4,0.17391304347826086
1135,A,A,B,0,12,47,0,0.0
1136,B,B,A,1,3,3,0,0.0
1137,A,B,B,0,9,53,0,0.0
1138,A,B,A,0,13,43,0,0.0
1139,B,A,A,1,4,7,0,0.0
1140,B,B,B,1,14,46,0,0.0
1141,B,A,A,1,3,5,0,0.0
1142,B,B,B,1,12,54,0,0.0
1143,A,A,B,0,13,61,0,0.0
1144,B,B,A,1,4,8,0,0.0
1145,B,A,A,1,13,53,0,0.0
1146,B,A,A,1,4,5,0,0.0
1147,B,B,A,1,9,57,1,0.017543859649122806
1148,B,A,A,1,9,46,0,0.0
1149,A,A,B,0,3,6,0,0.0
1150,B,B,B,1,3,4,0,0.0
1151,B,A,B,1,3,6,0,0.0
1152,B,B,B,1,4,6,0,0.0
1153,B,A,B,1,2,6,0,0.0
1154,B,A,B,1,6,17,1,0.058823529411764705
1155,B,B,B,1,3,7,0,0.0
1156,B,B,B,1,3,5,0,0.0
1157,A,B,A,0,17,54,1,0.018518518518518517
1158,B,A,A,1,2,7,0,0.0
1159,B,A,B,1,2,7,0,0.0
1160,A,A,A,0,13,60,0,0.0
1161,A,B,A,0,11,50,1,0.02
1162,A,A,B,0,5,16,3,0.1875
1163,B,A,B,1,5,8,0,0.0
1164,A,A,B,0,12,48,0,0.0
1165,B,A,A,1,2,5,0,0.0
1166,A,A,B,0,9,63,0,0.0
1167,A,A,A,0,10,37,0,0.0
1168,A,A,A,0,3,6,0,0.0
1169,B,A,A,1,2,5,0,0.0
1170,B,A,A,1,3,7,0,0.0
1171,A,A,A,0,13,52,1,0.019230769230769232
1172,A,B,B,0,12,44,0,0.0
1173,A,B,B,0,2,4,0,0.0
1174,B,A,B,1,2,3,0,0.0
1175,B,A,B,1,5,6,0,0.0
1176,A,A,B,0,5,10,1,0.1
1177,B,B,B,1,13,43,0,0.0
1178,B,B,A,1,5,6,0,0.0
1179,B,A,B,1,8,14,0,0.0
1180,B,A,A,1,5,7,0,0.0
1181,B,B,B,1,2,3,0,0.0
1182,A,A,A,0,3,24,2,0.08333333333333333
1183,A,A,A,0,8,52,0,0.0
1184,B,B,A,1,12,61,1,0.01639344262295082
1185,A,B,A,0,12,61,0,0.0
1186,A,B,B,0,3,8,0,0.0
1187,B,B,B,1,2,2,0,0.0
1188,A,A,B,0,15,57,0,0.0
1189,B,A,A,1,4,6,0,0.0
1190,A,A,A,0,6,19,2,0.10526315789473684
1191,A,B,B,0,9,46,0,0.0
1192,B,B,B,1,3,2,0,0.0
1193,A,A,B,0,13,45,2,0.044444444444444446
1194,B,B,A,1,3,4,0,0.0
1195,A,A,A,0,17,45,0,0.0
1196,B,A,B,1,11,47,0,0.0
1197,B,A,A,1,2,7,0,0.0
1198,A,A,B,0,12,41,1,0.024390243902439025
1199,A,B,A,0,11,52,1,0.019230769230769232
1200,A,B,B,0,12,57,1,0.017543859649122806
1201,A,B,B,0,3,4,0,0.0
1202,A,B,A,0,12,51,0,0.0
1203,A,B,A,0,6,35,0,0.0
1204,B,A,B,1,2,5,0,0.0
1205,B,B,A,1,4,8,0,0.0
1206,A,B,B,0,4,4,0,0.0
1207,B,B,A,1,4,6,0,0.0
1208,B,B,B,1,3,4,0,0.0
1209,B,B,A,1,6,9,0,0.0
1210,B,A,B,0,3,24,1,0.041666666666666664
1211,B,A,B,1,2,3,0,0.0
1212,B,A,A,1,2,3,0,0.0
1213,B,B,B,1,3,3,0,0.0
1214,B,B,A,1,16,53,0,0.0
1215,B,A,B,1,17,58,0,0.0
1216,A,B,A,0,7,23,4,0.17391304347826086
1217,A,A,A,0,7,19,4,0.21052631578947367
1218,A,A,A,0,10,53,1,0.018867924528301886
1219,B,A,A,1,3,7,0,0.0
1220,B,B,B,1,11,54,2,0.037037037037037035
1221,B,A,B,1,2,6,0,0.0
1222,B,B,B,1,3,5,0,0.0
1223,A,B,A,0,9,47,0,0.0
1224,A,B,A,0,14,57,0,0.0
1225,A,A,A,0,14,56,0,0.0
1226,A,A,A,0,3,4,0,0.0
1227,A,B,B,0,5,7,0,0.0
1228,B,B,A,1,2,3,0,0.0
1229,A,B,A,0,17,59,2,0.03389830508474576
1230,B,A,A,1,4,8,0,0.0
1231,B,A,A,1,3,4,0,0.0
1232,B,A,A,1,13,59,0,0.0
1233,B,A,A,1,2,4,0,0.0
1234,A,A,B,0,11,47,0,0.0
1235,B,B,A,1,7,7,0,0.0
1236,A,B,B,0,6,39,0,0.0
1237,A,B,A,0,5,20,4,0.2
1238,A,A,B,0,10,47,1,0.02127659574468085
1239,B,A,A,1,18,57,1,0.017543859649122806
1240,A,A,B,0,12,41,0,0.0
1241,B,A,A,1,17,58,0,0.0
1242,B,A,B,1,8,49,1,0.02040816326530612
1243,A,A,B,0,14,58,1,0.017241379310344827
1244,B,B,B,1,4,6,0,0.0
1245,B,B,A,1,16,56,1,0.017857142857142856
1246,B,B,A,1,2,3,0,0.0
1247,A,A,A,0,13,49,0,0.0
1248,A,B,A,0,16,47,0,0.0
1249,B,B,A,1,3,7,0,0.0
1250,A,B,A,0,7,25,2,0.08
1251,B,B,B,1,14,50,0,0.0
1252,B,A,B,1,4,4,0,0.0
1253,A,A,B,0,10,54,2,0.037037037037037035
1254,B,B,B,1,11,46,0,0.0
1255,B,B,A,1,9,58,1,0.017241379310344827
1256,A,B,B,0,13,48,0,0.0
1257,A,B,A,0,5,17,2,0.11764705882352941
1258,A,A,A,0,15,57,1,0.017543859649122806
1259,A,B,A,0,14,54,1,0.018518518518518517
1260,B,A,B,1,11,37,0,0.0
1261,B,B,A,1,2,4,0,0.0
1262,B,B,B,1,2,2,0,0.0
1263,B,B,A,1,2,6,0,0.0
1264,B,B,B,1,3,6,0,0.0
1265,B,A,B,1,13,55,1,0.01818181818181818
1266,B,A,B,1,4,3,0,0.0
1267,A,B,B,0,5,20,2,0.1
1268,A,A,A,0,2,5,0,0.0
1269,A,A,B,0,5,23,3,0.13043478260869565
1270,A,B,B,0,3,3,0,0.0
1271,B,B,A,1,12,50,1,0.02
1272,A,A,A,0,12,42,0,0.0
1273,A,A,A,0,7,20,2,0.1
1274,A,A,A,0,10,56,1,0.017857142857142856
1275,B,A,B,1,2,6,0,0.0
1276,B,A,A,1,4,7,0,0.0
1277,A,B,A,0,15,52,0,0.0
1278,B,B,B,1,3,9,0,0.0
1279,A,B,B,0,8,25,2,0.08
1280,B,A,B,1,3,7,0,0.0
1281,A,B,A,0,12,46,0,0.0
1282,A,B,B,0,15,48,1,0.020833333333333332
1283,B,B,B,1,4,4,0,0.0
1284,A,B,B,0,12,47,0,0.0
1285,B,B,A,1,2,8,0,0.0
1286,B,B,B,1,3,4,0,0.0
1287,A,B,B,0,12,60,1,0.016666666666666666
1288,A,A,B,0,7,20,2,0.1
